Body_Mass	Max_Longevity	Species
5.556828061699537	4.543294782270004	Caluromysiops irrupta
13.212204081404119	6.173786103901937	Camelus bactrianus
13.098070684835283	6.173786103901937	Camelus dromedarius
9.249561085129464	4.919980925828125	Canis adustus
9.177817180270623	5.2574953720277815	Canis aureus
9.392661928770137	5.568344503761097	Canis latrans
10.46310334047155	5.869296913133774	Canis lupus
9.027618735160889	5.123963979403259	Canis mesomelas
10.19241884438834	5.480638923341991	Canis rufus
6.156978985585555	3.6788291182604347	Cannomys badius
11.055640608132267	5.43354731580814	Capra caucasica
10.959540226785442	5.575949103146316	Capra cylindricornis
10.889304347058893	5.123963979403259	Capra falconeri
10.75577295443437	5.519859636495273	Capra hircus
11.146200185177994	5.589493328254074	Capra ibex
10.770588040219511	5.318119993844216	Capra nubiana
11.005427631296913	5.2574953720277815	Capra pyrenaica
11.77528972943772	5.58724865840025	Capra sibirica
10.01681623784313	5.318119993844216	Capreolus capreolus
8.556413904569519	4.912654885736052	Capromys pilorides
9.392661928770137	5.318119993844216	Caracal caracal
2.9496883350525844	5.002603122398992	Carollia perspicillata
9.803667217253917	5.19295685089021	Castor canadensis
9.852194258148577	5.703782474656201	Castor fiber
10.468801361586188	4.68213122712422	Catagonus wagneri
8.954156966583772	5.375278407684165	Catopuma temminckii
6.590301048196686	5.17953383055807	Cavia porcellus
7.832014180505469	6.269096283706261	Cebus albifrons
7.9229859587111955	6.293788896296633	Cebus apella
8.009695357742922	6.48859684374197	Cebus capucinus
7.937374696163295	6.198478716492308	Cebus olivaceus
9.132378830506472	3.8910036382040705	Cephalophus adersi
9.903487552536127	5.322814838148424	Cephalophus dorsalis
11.119882876860622	5.3471075307174685	Cephalophus jentinki
9.472704636443673	4.158257887965753	Cephalophus leucogaster
9.040737587590003	4.990432586778736	Cephalophus maxwellii
8.48879371689454	4.969813299576001	Cephalophus monticola
9.392661928770137	5.19295685089021	Cephalophus natalensis
9.846917201047734	4.804348859848469	Cephalophus niger
9.560997243589352	5.465525285531943	Cephalophus nigrifrons
9.392661928770137	4.736198448394496	Cephalophus rufilatus
11.023535121924303	5.337345753515515	Cephalophus silvicultor
10.941995917134532	4.175002465239555	Cephalophus spadix
9.642122788401721	4.983880556787436	Cephalophus zebra
11.189961578373808	5.375278407684165	Cephalorhynchus commersonii
10.819778284410283	5.480638923341991	Cephalorhynchus hectori
14.630875371248468	6.396929655216146	Ceratotherium simum
3.1354942159291497	3.648057459593681	Cercartetus caudatus
2.9856819377004897	2.995732273553991	Clethrionomys gapperi
3.0301337002713233	4.074141854904581	Clethrionomys glareolus
8.323608442343572	5.335613151291733	Coendou prehensilis
9.210340371976184	5.683579767338681	Colobus guereza
9.060679597421776	5.902633333401366	Colobus polykomos
4.135166556742356	3.58351893845611	Colomys goslingi
3.8522730010223722	3.58351893845611	Condylura cristata
7.560080465021827	4.37197629882038	Conepatus chinga
8.146129510025405	4.430816798843313	Conepatus leuconotus
3.295836866004329	4.564348191467836	Cercartetus nanus
8.865029186687766	5.529429087511423	Cercocebus galeritus
8.894258825002703	5.886104031450156	Cercocebus torquatus
8.17188200612782	5.827768454437193	Cercopithecus ascanius
8.199738960630786	5.981414211254481	Cercopithecus campbelli
8.143226750367445	5.62040086571715	Cercopithecus cephus
8.382518288089635	6.10389997643777	Cercopithecus diana
8.438149984075784	5.780743515792329	Cercopithecus hamlyni
8.57922858233569	5.2574953720277815	Cercopithecus lhoesti
8.525161361065415	5.784440377673656	Cercopithecus mitis
8.289037098278483	5.886104031450156	Cercopithecus mona
8.57922858233569	5.75447558897172	Cercopithecus neglectus
8.567886305731756	5.62040086571715	Cercopithecus nictitans
8.083328608786376	5.429345628954441	Cercopithecus petaurista
8.183118079394745	5.66711849028461	Cercopithecus pogonias
8.655214489313613	4.927253685157205	Cerdocyon thous
11.9891596439666	5.375278407684165	Cervus albirostris
12.388394202324129	5.773308537304811	Cervus elaphus
11.45846927917417	5.450179715857283	Cervus eldii
10.87804719253426	5.720442915549309	Cervus nippon
12.078239274020289	5.75902794888218	Cervus unicolor
2.388762789235098	4.0943445622221	Chaerephon pumila
2.9069010598473755	4.601162164590552	Chaetodipus fallax
8.420682291035394	5.480638923341991	Chaetophractus villosus
6.104793232414985	5.19295685089021	Cheirogaleus major
5.2832037287379885	5.4450117456988405	Cheirogaleus medius
6.214608098422191	4.787491742782046	Chinchilla brevicaudata
6.173786103901937	4.909709375506295	Chinchilla lanigera
6.88653164253051	3.58351893845611	Chironectes minimus
7.937374696163295	5.318119993844216	Chiropotes albinasus
7.996317231796746	5.375278407684165	Chiropotes satanas
4.867534450455582	4.969813299576001	Chlamyphorus retusus
8.301521654940728	5.938063770380866	Chlorocebus aethiops
8.790269111478656	5.809942670484592	Choloepus didactylus
8.61431990214696	5.953762679923971	Choloepus hoffmanni
10.056208639553791	5.19295685089021	Chrysocyon brachyurus
6.09807428216624	3.871201010907891	Chrysospalax trevelyani
9.400960731584833	5.817111159963204	Civettictis civetta
11.944707881395766	5.480638923341991	Connochaetes gnou
12.185869938212655	5.552959584921617	Connochaetes taurinus
6.061456918928017	3.871201010907891	Cricetus cricetus
2.3608540011180215	3.58351893845611	Crocidura leucodon
2.247072383063787	3.648057459593681	Crocidura russula
1.9851308622085946	3.4781584227982836	Crocidura suaveolens
11.06663836234181	6.200914771290189	Crocuta crocuta
7.237059026124737	4.68213122712422	Crossarchus obscurus
9.159047077588632	5.480638923341991	Cryptoprocta ferox
1.5789787049493917	3.044522437723423	Cryptotis parva
5.159055299214529	4.0943445622221	Ctenodactylus vali
4.948759890378168	3.58351893845611	Ctenomys talarum
9.674074388208323	5.2574953720277815	Cuon alpinus
5.541263545158426	3.3178157727231046	Cyclopes didactylus
6.542471960506805	5.206202077640231	Cynictis penicillata
7.01211529430638	1.2383742310432684	Cynocephalus variegatus
8.354674261918463	4.0943445622221	Cynogale bennettii
6.680854678790215	4.624972813284271	Cynomys ludovicianus
3.5115454388310208	4.564348191467836	Cynopterus brachyotis
12.538967060803502	6.040254711277414	Cystophora cristata
6.023447592961033	4.74493212836325	Dactylopsila trivirgata
10.936672035881783	5.703782474656201	Dama dama
11.272126978417297	5.204226443148441	Damaliscus hunteri
11.782952602183288	5.375278407684165	Damaliscus lunatus
11.247656987355347	5.560835465336268	Damaliscus pygargus
4.718498871295094	4.430816798843313	Dasycercus byrnei
4.61512051684126	4.430816798843313	Dasycercus cristicauda
3.490428515390098	3.58351893845611	Dasykaluta rosamondae
8.013012110368916	5.36410510708604	Dasyprocta leporina
7.745002803515839	4.787491742782046	Dasyprocta punctata
10.221941283654663	5.886104031450156	Enhydra lutris
4.072439726834051	4.0943445622221	Eonycteris spelaea
7.779048644925556	6.095824562432225	Eulemur fulvus
7.8160138391590275	5.886104031450156	Eulemur macaco
7.478734825567875	5.886104031450156	Eulemur mongoz
12.858397831569864	5.886104031450156	Eumetopias jubatus
8.294049640102028	5.19295685089021	Dasypus novemcinctus
6.42648845745769	3.58351893845611	Dasyurus albopunctatus
7.038783541388542	4.0943445622221	Dasyurus geoffroii
6.182084906716632	3.5496173867804286	Dasyurus hallucatus
8.11969625295725	4.0943445622221	Dasyurus maculatus
7.029972911706386	4.401829261970061	Dasyurus viverrinus
7.919356190660617	5.675383000134503	Daubentonia madagascariensis
1.6074359097634274	3.1780538303479458	Delanymys brooksi
14.137594057133388	6.173786103901937	Delphinapterus leucas
11.280993407622939	5.480638923341991	Delphinus delphis
8.122668023346407	4.994505912166372	Dendrohyrax arboreus
8.064636475774222	4.787491742782046	Dendrohyrax dorsalis
7.904703913873747	4.787491742782046	Dendrohyrax validus
9.259130536145614	5.480638923341991	Dendrolagus bennettianus
9.103868127465667	4.564348191467836	Dendrolagus dorianus
8.988446040062405	5.529429087511423	Dendrolagus goodfellowi
9.441452092939569	5.480638923341991	Dendrolagus inustus
9.026417533815254	5.655991810819852	Dendrolagus matschiei
9.495519314209846	5.490589254195159	Dendrolagus ursinus
2.322387720290225	3.6788291182604347	Dendromus mesomelas
3.4965075614664802	5.455321115357702	Desmodus rotundus
13.845069360205818	6.040254711277414	Dicerorhinus sumatrensis
13.79224193102492	6.335054251498059	Diceros bicornis
4.366912996863833	3.8199077165203406	Dicrostonyx torquatus
6.946975992135418	3.0155349008501706	Didelphis albiventris
7.047517221357296	3.4781584227982836	Didelphis marsupialis
7.8119734296220225	4.0943445622221	Didelphis virginiana
9.433483923290392	4.725616339063959	Dinomys branickii
4.146304301152812	3.3603753871419	Dipodomys heermanni
3.6270040503958487	3.1780538303479458	Dipodomys merriami
3.919991175077323	4.767289035464526	Dipodomys ordii
4.8283137373023015	3.58351893845611	Dipodomys spectabilis
3.9721769282478934	3.1780538303479458	Distoechurus pennatus
8.994668835500674	5.123963979403259	Dolichotis patagonum
9.296518068217235	5.123963979403259	Dorcatragus megalotis
8.732304571033183	4.564348191467836	Dorcopsis atrata
8.509161019718974	4.564348191467836	Dorcopsis luctuosa
8.596004371840527	4.513054897080286	Dorcopsis muelleri
5.424950017481403	4.44500143383527	Dremomys lokriah
3.214867803470662	3.648057459593681	Dromiciops gliroides
3.3843902633457743	3.871201010907891	Dryomys nitedula
12.594730635321957	6.733401891837359	Dugong dugon
5.117993812416755	5.049856007249537	Echinops telfairi
6.706862336602747	4.430816798843313	Echinosorex gymnura
6.956545443151569	3.5496173867804286	Echymipera rufescens
5.68697535633982	5.480638923341991	Eidolon dupreanum
5.529429087511423	5.568306335093752	Eidolon helvum
8.32845106681936	5.375278407684165	Eira barbara
12.013700752882718	5.633360010359655	Elaphurus davidianus
3.8897773964808264	4.659658371272161	Elephantulus intufi
4.085976312551584	2.580216829592325	Elephantulus myurus
3.763522997109702	3.58351893845611	Elephantulus rozeti
3.966511190712216	4.276666119016055	Elephantulus rufescens
15.01547534089267	6.866933284461882	Elephas maximus
2.856470206220483	2.2617630984737906	Eligmodontia typus
4.74493212836325	4.189654742026425	Eliomys quercinus
2.8507065015037334	5.480638923341991	Eptesicus fuscus
2.3608540011180215	5.225746673713202	Eptesicus nilssoni
3.139832617527748	4.276666119016055	Eptesicus serotinus
12.100712129872347	6.335054251498059	Equus asinus
12.531772785169476	6.173786103901937	Equus burchellii
12.89921982609012	6.612041034833092	Equus caballus
12.90669184092882	5.7430031878094825	Equus grevyi
12.371587084007746	6.1433268964172285	Equus hemionus
12.89921982609012	5.480638923341991	Equus quagga
12.531772785169476	5.662960480135946	Equus zebra
3.109060958860994	3.1780538303479458	Eremitalpa granti
8.911934336161426	5.375278407684165	Erethizon dorsatum
12.542544882151386	5.933385121031149	Erignathus barbatus
6.684611727667927	5.123963979403259	Erinaceus europaeus
8.988446040062405	5.658785108725465	Erythrocebus patas
17.12239726015519	6.828712071641684	Eschrichtius robustus
5.69035945432406	5.19295685089021	Euoticus elegantulus
8.472195825485501	5.4203579924570615	Euphractus sexcinctus
3.190476350346503	3.58351893845611	Euroscaptor mizura
8.877660933593667	4.969813299576001	Felis chaus
7.215239978730097	4.969813299576001	Felis nigripes
8.4096079807363	6.0112671744041615	Felis silvestris
7.528331766707247	4.882801922586371	Fossa fossana
4.718498871295094	4.736198448394496	Funisciurus congicus
5.594711379601839	4.969813299576001	Galago alleni
5.267858159063328	5.288267030694535	Galago moholi
5.375278407684165	5.318119993844216	Galago senegalensis
4.206184043977636	5.123963979403259	Galagoides demidoff
5.958424693029782	3.0726933146901194	Galea musteloides
5.8888779583328805	4.01096295328305	Galea spixii
10.621327345686446	5.225746673713202	Gazella soemmerringii
9.903487552536127	5.024143644121048	Gazella spekei
10.19241884438834	5.480638923341991	Gazella subgutturosa
10.025705185260378	5.204226443148441	Gazella thomsonii
7.484368643286131	6.0112671744041615	Genetta genetta
7.177782416195197	6.0112671744041615	Genetta servalina
7.635303886259415	5.19295685089021	Genetta tigrina
7.313220387090301	4.601162164590552	Geocapromys brownii
6.993932975223189	4.276666119016055	Geocapromys ingrahami
5.0369526024136295	4.45898767581001	Geomys bursarius
5.857933154483459	4.430816798843313	Geomys tropicalis
5.241747015059643	3.58351893845611	Georychus capensis
4.0809215418899605	4.0943445622221	Galemys pyrenaicus
6.673297967767654	4.6491870714048655	Galerella pulverulenta
6.248042874508429	4.276666119016055	Galerella sanguinea
6.907755278982137	4.465908118654584	Galictis cuja
7.933796874815411	4.836281906951478	Galictis vittata
6.70808408385307	5.0651234793803255	Galidia elegans
9.392661928770137	4.9123607248279155	Gazella arabica
11.161948542146133	5.337345753515515	Gazella dama
9.648595302907339	5.342525621212357	Gazella dorcas
9.961756460660103	5.389071729816501	Gazella gazella
10.915088464214607	5.024143644121048	Gazella granti
10.09823162932864	5.123963979403259	Gazella leptoceros
10.203592144986466	5.087596335232384	Gazella rufifrons
9.457200449907708	5.375278407684165	Gulo gulo
4.919980925828125	4.882801922586371	Gymnobelideus leadbeateri
12.190959007720126	6.328061775917346	Halichoerus grypus
6.862757913051401	5.323985113296614	Hapalemur griseus
7.620705086838262	4.969813299576001	Hapalemur simus
2.9014215940827497	4.787491742782046	Haplonycteris fischeri
10.950806546816688	5.6937321388027	Helarctos malayanus
5.075173815233827	3.616308761279101	Heliophobius argenteocinereus
5.808142489980444	4.6709579265260945	Heliosciurus rufobrachium
5.652489180268651	4.875197323201151	Helogale parvula
6.907755278982137	3.871201010907891	Hemibelideus lemuroides
3.756538102587751	4.589040804058207	Gerbillus pyramidum
13.769466619462868	6.076724391058805	Giraffa camelopardalis
4.927253685157205	5.049856007249537	Glaucomys sabrinus
4.276666119016055	4.969813299576001	Glaucomys volans
13.495305293806933	6.628041376179533	Globicephala macrorhynchus
13.592367006650065	6.29156913955832	Globicephala melas
2.2925347571405443	4.787491742782046	Glossophaga soricina
11.643953727376633	6.473890696352274	Gorilla gorilla
3.7495040759303713	3.966511190712216	Grammomys dolichurus
12.866179972011919	5.480638923341991	Grampus griseus
3.0007198150650303	4.242764567340374	Graphiurus murinus
4.820281565605037	3.4781584227982836	Hemicentetes semispinosus
5.981414211254481	3.9889840465642745	Hemiechinus aethiopicus
5.834810737062605	4.401829261970061	Hemiechinus auritus
15.036340479356634	6.095824562432225	Hyperoodon ampullatus
6.284134161070802	4.276666119016055	Hypsiprymnodon moschatus
9.60911649193355	5.480638923341991	Hystrix africaeaustralis
8.987196820661973	5.791793351978915	Hystrix brachyura
8.174702882469461	4.736198448394496	Hystrix pumila
8.216088098632316	4.969813299576001	Ichneumia albicauda
5.351858133476067	4.0943445622221	Ictonyx libyca
6.699500340161678	5.075173815233827	Ictonyx striatus
2.4932054526026954	3.6375861597263857	Idionycteris phyllotis
11.703545824578878	5.886104031450156	Inia geoffrensis
7.31986492980897	3.58351893845611	Isoodon macrourus
6.715383386334681	3.8066624897703196	Isoodon obesulus
7.146772179452637	4.969813299576001	Hemigalus derbyanus
11.207758078177427	5.332718793265369	Hemitragus hylocrius
9.994241915804592	5.123963979403259	Hemitragus jayakari
11.125791313546788	5.566816619583044	Hemitragus jemlahicus
8.836373930927389	4.8507012561799305	Herpailurus yaguarondi
8.009695357742922	5.480638923341991	Herpestes ichneumon
6.639875833826536	4.787491742782046	Herpestes javanicus
7.77485576666552	5.075173815233827	Herpestes urva
3.673765816303888	4.787491742782046	Heterocephalus glaber
7.803843303538772	5.123963979403259	Heterohyrax brucei
12.332705296463539	6.2645404671704	Hexaprotodon liberiensis
11.136047813713976	4.845760650906022	Hippocamelus antisensis
14.234220892822458	6.483107351457199	Hippopotamus amphibius
2.1701959049483	4.969813299576001	Hipposideros fulvus
12.468436909997665	5.480638923341991	Hippotragus equinus
12.363076394339839	5.58724865840025	Hippotragus niger
10.980195005816189	7.293017679772782	Homo sapiens
10.465956409453957	5.662960480135946	Hyaena hyaena
10.768484990022733	4.969813299576001	Hydrochaeris hydrochaeris
6.439350371100098	4.30406509320417	Hydromys chrysogaster
9.449357272446683	4.969813299576001	Hydropotes inermis
12.774223335915433	5.7430031878094825	Hydrurga leptonyx
9.287301413112312	5.123963979403259	Hyemoschus aquaticus
8.675904882571059	6.269096283706261	Hylobates agilis
8.768729817231666	6.271366432240801	Hylobates concolor
8.635864721133736	6.173786103901937	Hylobates lar
8.68777949199177	5.8522024797744745	Hylobates muelleri
8.630521876723241	6.068425588244111	Hylobates pileatus
9.296518068217235	6.1224928095143865	Hylobates syndactylus
12.180754837545884	5.375278407684165	Hylochoerus meinertzhageni
4.091005660956586	4.276666119016055	Jaculus jaculus
6.396929655216146	2.954910279033736	Kannabateomys amblyonyx
6.684611727667927	4.882801922586371	Kerodon rupestris
12.216022976383341	5.476630901944453	Kobus ellipsiprymnus
11.283512300642423	5.572306111867815	Kobus kob
11.378250561643627	5.406992383173693	Kobus leche
11.352756712817406	5.411824607341631	Kobus megaceros
12.973863369085885	5.318119993844216	Kogia breviceps
12.138863895836725	5.780743515792329	Lagenorhynchus acutus
11.608235644774552	5.703782474656201	Lagenorhynchus obliquidens
7.106606137727303	5.455321115357702	Lagidium peruanum
7.944492163932159	4.276666119016055	Lagorchestes conspicillatus
7.258412150595307	4.564348191467836	Lagorchestes hirsutus
8.446770727119691	4.725616339063959	Lagostomus maximus
7.575584651557793	3.871201010907891	Lagostrophus fasciatus
8.743531633626967	5.886104031450156	Lagothrix lagotricha
11.466881526468821	5.827768454437193	Lama guanicoe
2.388762789235098	4.969813299576001	Lasionycteris noctivagans
10.370361288772935	5.886104031450156	Lasiorhinus krefftii
9.560997243589352	5.993462549770655	Mandrillus leucophaeus
9.72913416539135	6.320696349216558	Mandrillus sphinx
8.98969370086056	5.087596335232384	Manis crassicaudata
3.8979240810486444	4.430816798843313	Marmosa mexicana
4.122283930911342	3.1780538303479458	Marmosa robinsoni
10.173514689749188	5.683579767338681	Lasiorhinus latifrons
3.288401887516811	3.2268439945173775	Lasiurus cinereus
4.213607983048918	3.1780538303479458	Lemmus lemmus
3.7773481021015445	3.4011973816621555	Lemniscomys striatus
7.878534196140362	5.886104031450156	Lemur catta
5.0106352940962555	3.8199077165203406	Lenothrix canus
6.385194398997726	5.6957503029589365	Leontopithecus rosalia
9.38429367909962	5.495527535835742	Leopardus pardalis
7.700747794511798	5.480638923341991	Leopardus tigrinus
8.0925452638913	5.480638923341991	Leopardus wiedii
5.860786223465865	3.1780538303479458	Leopoldamys sabanus
6.396929655216146	4.634728988229636	Lepilemur leucopus
6.508769136971682	4.969813299576001	Lepilemur mustelinus
9.375854810453756	5.62040086571715	Leptailurus serval
12.89921982609012	5.703782474656201	Leptonychotes weddellii
3.1945831322991562	4.787491742782046	Leptonycteris curasoae
7.358830898342354	4.564348191467836	Lepus americanus
8.39615486303918	4.430816798843313	Lepus arcticus
7.791522819150732	4.401829261970061	Lepus californicus
8.24800570160062	4.969813299576001	Lepus europaeus
8.125630988477065	4.564348191467836	Lepus townsendii
3.9318256327243257	3.044522437723423	Liomys adspersus
10.558413520275876	5.049856007249537	Litocranius walleri
12.323855681186558	6.148468295917647	Lobodon carcinophagus
8.998384010052538	5.703782474656201	Lontra canadensis
6.626717749249025	4.499809670330265	Lophiomys imhausi
8.903815211722922	5.972281727691208	Lophocebus albigena
5.517452896464707	5.282187984618153	Loris tardigradus
15.186691281274117	6.866933284461882	Loxodonta africana
9.089302043599126	5.575949103146316	Lutra lutra
6.322565239927284	3.58351893845611	Lutreolina crassicaudata
9.104979856318357	5.19295685089021	Lutrogale perspicillata
9.998797732340453	4.882801922586371	Lycaon pictus
9.187071745036828	5.771441123130016	Lynx canadensis
9.867860374892977	5.773308537304811	Lynx lynx
8.762489547371581	5.961005339623274	Lynx rufus
9.148464968258095	5.886104031450156	Macaca arctoides
8.431635303054591	6.1224928095143865	Macaca fascicularis
9.22029070282935	5.981414211254481	Macaca fuscata
8.771835409789817	6.068425588244111	Macaca mulatta
8.970813341411448	6.020052003959894	Macaca nemestrina
8.906528917594517	5.375278407684165	Macaca nigra
8.517193191416238	5.886104031450156	Macaca radiata
8.699514748210191	6.173786103901937	Macaca silenus
8.446770727119691	6.040254711277414	Macaca sinica
9.350102314351341	5.575949103146316	Macaca sylvanus
9.38429367909962	4.969813299576001	Macropus agilis
10.21464198117305	5.2574953720277815	Macropus antilopinus
9.323669057283185	5.19295685089021	Macropus dorsalis
8.571681376700306	5.123963979403259	Macropus eugenii
10.150347630467653	5.480638923341991	Macropus fuliginosus
10.422281345951296	5.662960480135946	Macropus giganteus
8.333270353255308	4.787491742782046	Macropus parma
9.449357272446683	5.123963979403259	Macropus parryi
10.165851817003619	5.662960480135946	Macropus robustus
9.72913416539135	5.429345628954441	Macropus rufogriseus
10.571316925111784	5.886104031450156	Macropus rufus
7.114769448366463	4.787491742782046	Macrotis lagotis
2.468099531471619	4.826712455935327	Macrotus californicus
2.7788192719904172	4.8283137373023015	Macrotus waterhousii
8.431635303054591	5.123963979403259	Madoqua guentheri
8.470101583882387	5.288267030694535	Madoqua kirkii
7.824046010856292	5.123963979403259	Madoqua piacentinii
8.125630988477065	5.123963979403259	Madoqua saltiana
5.991464547107982	3.616308761279101	Makalata armata
8.21878715560148	4.564348191467836	Marmota flaviventris
8.308938252595778	5.375278407684165	Marmota marmota
8.263590432617319	4.787491742782046	Marmota monax
6.782192056006791	5.429345628954441	Martes americana
7.824046010856292	5.123963979403259	Martes flavigula
7.4205789054108005	5.38081858805978	Martes foina
7.170119543449628	5.318119993844216	Martes martes
8.229511118964457	4.802051894113376	Martes pennanti
7.064759027791802	5.19295685089021	Martes zibellina
